"dates","Open","High","Low","Close","Volume","OpenInt","TotalOpenInt"
"2012-09-04",0,1391,1391,1391,0,40,744916
"2012-09-05",0,1384.25,1384.25,1384.25,4,40,742719
"2012-09-06",0,1386.25,1386.25,1386.25,0,40,735456
"2012-09-07",0,1375.5,1375.5,1375.5,0,40,736796
"2012-09-10",0,1359.25,1359.25,1359.25,0,40,737904
"2012-09-11",1354.75,1356,1348.75,1348.75,0,40,733581
"2012-09-12",1350,1374.75,1350,1374.75,11,44,733037
"2012-09-13",0,1391,1391,1391,2,45,737841
"2012-09-14",0,1397,1397,1397,0,45,737335
"2012-09-17",0,1342.75,1342.75,1342.75,1,45,735746
"2012-09-18",1343,1352.25,1343,1347.75,17,52,734073
"2012-09-19",0,1370.5,1370.5,1370.5,2,52,730121
"2012-09-20",0,1344.5,1344.5,1344.5,7,57,730126
"2012-09-21",0,1359,1359,1359,0,57,733497
"2012-09-24",0,1357.25,1357.25,1357.25,0,57,728281
"2012-09-25",0,1357.25,1357.25,1357.25,0,57,725429
"2012-09-26",0,1326.75,1326.75,1326.75,0,57,725027
"2012-09-27",0,1321.5,1321.5,1321.5,0,57,727396
"2012-09-28",0,1343.25,1343.25,1343.25,0,57,726328
"2012-10-01",0,1334,1334,1334,0,57,724658
"2012-10-02",0,1331.25,1331.25,1331.25,0,57,725411
"2012-10-03",0,1342.75,1342.75,1342.75,0,57,721121
"2012-10-04",0,1339.5,1339.5,1339.5,0,57,723277
"2012-10-05",0,1334.75,1334.75,1334.75,0,57,721977
"2012-10-08",0,1339.5,1339.25,1339.25,0,57,726573
"2012-10-09",0,1349.25,1349.25,1349.25,0,57,725846
"2012-10-10",1338.5,1342.5,1338.25,1342.5,0,57,718505
"2012-10-11",0,1361.25,1361.25,1361.25,5,57,708050
"2012-10-12",0,1346.5,1346.5,1346.5,0,57,711034
"2012-10-15",0,1334,1334,1334,0,57,712271
"2012-10-16",0,1336.25,1336.25,1336.25,0,57,713562
"2012-10-17",0,1345,1345,1345,0,57,715099
"2012-10-18",0,1360.75,1360.75,1360.75,0,57,713814
"2012-10-19",1360,1360,1348.25,1348.25,0,57,717145
"2012-10-22",0,1346.5,1346.5,1346.5,2,57,710651
"2012-10-23",0,1343.25,1343.25,1343.25,0,57,708946
"2012-10-24",0,1344.5,1344.5,1344.5,0,57,706472
"2012-10-25",0,1344,1344,1344,0,57,707123
"2012-10-26",0,1350.25,1350.25,1350.25,0,57,704422
"2012-10-29",0,1339,1339,1339,0,57,674090
"2012-10-30",0,1343.5,1343.5,1343.5,0,57,657532
"2012-10-31",1357,1357,1356.5,1356.5,0,57,639787
"2012-11-01",0,1361.75,1361.75,1361.75,2,57,633645
"2012-11-02",0,1349,1349,1349,0,57,634646
"2012-11-05",0,1345.5,1345.5,1345.5,0,57,632395
"2012-11-06",0,1353.25,1353.25,1353.25,0,57,626668
"2012-11-07",0,1354.5,1354.5,1354.5,2,57,620361
"2012-11-08",0,1346.5,1346.5,1346.5,2,57,615527
"2012-11-09",0,1330,1330,1330,0,57,614163
"2012-11-12",0,1297.5,1297.5,1297.5,0,57,603152
"2012-11-13",0,1294.75,1294.75,1294.75,0,57,605171
"2012-11-14",0,1289.5,1289.5,1289.5,2,58,604162
"2012-11-15",0,1288.5,1288.5,1288.5,17,65,600210
"2012-11-16",1284,1287.5,1284,1287.5,12,66,605051
"2012-11-19",0,1301,1301,1301,84,121,601897
"2012-11-20",0,1315,1315,1315,0,121,598632
"2012-11-21",0,1315,1315,1315,0,0,0
"2012-11-22",1308,1310,1308,1308,0,0,0
"2012-11-23",0,1308.5,1308.5,1308.5,5,121,606472
"2012-11-26",1312.5,1317,1312.5,1317,0,121,606326
"2012-11-27",0,1330.5,1330.5,1330.5,229,252,606712
"2012-11-28",1320,1322.5,1319,1322.5,0,252,603386
"2012-11-29",1325.5,1326.25,1322.75,1324.5,22,253,601640
"2012-11-30",0,1320.75,1320.75,1320.75,17,253,603040
"2012-12-03",1325.75,1331,1323,1323.5,0,253,595841
"2012-12-04",1323,1323,1320.5,1320.5,103,281,591680
"2012-12-05",1325,1334.5,1325,1334.5,25,296,593934
"2012-12-06",1332,1340,1332,1338.75,77,317,596472
"2012-12-07",1340.25,1341,1332.25,1333.5,23,323,592109
"2012-12-10",1340.5,1340.5,1339.5,1339.5,19,331,591167
"2012-12-11",1340.5,1342.25,1326.75,1326.75,5,331,585861
"2012-12-12",0,1324.5,1324.5,1324.5,34,350,599332
"2012-12-13",0,1316.5,1316.5,1316.5,50,355,603576
"2012-12-14",1319.5,1324,1319.5,1324,0,355,614866
"2012-12-17",1318.5,1326.75,1316,1325.5,13,352,611890
"2012-12-18",1318,1318.25,1318,1318.25,23,372,617006
"2012-12-19",1311,1316.5,1311,1316.5,41,364,611685
"2012-12-20",0,1305.5,1305.5,1305.5,27,376,604127
"2012-12-21",0,1320,1320,1320,2,377,592328
"2012-12-24",0,1326.5,1326.5,1326.5,14,380,575226
"2012-12-26",0,1317.75,1317.75,1317.75,4,380,569969
"2012-12-27",0,1320.75,1320.75,1320.75,0,380,563629
"2012-12-28",0,1328.5,1328.5,1328.5,22,376,555678
"2012-12-31",0,1324,1324,1324,8,377,546876
"2013-01-02",1336,1336,1309,1317.5,37,408,546273
"2013-01-03",1302.75,1314.25,1302.75,1314.25,45,436,548932
"2013-01-04",0,1300.25,1300.25,1300.25,22,442,544418
"2013-01-07",0,1307.5,1307.5,1307.5,26,452,545592
"2013-01-08",0,1305.75,1305.75,1305.75,32,460,541046
"2013-01-09",1301.75,1310,1301.75,1310,13,467,539444
"2013-01-10",1307.5,1307.75,1304.25,1304.25,52,473,537423
"2013-01-11",1296,1296,1287,1289,55,500,537141
"2013-01-14",0,1308.25,1308.25,1308.25,44,532,538809
"2013-01-15",1306.5,1307.25,1300.75,1300.75,39,556,537905
"2013-01-16",1309.5,1312.75,1308,1312.75,54,578,532386
"2013-01-17",0,1302.75,1302.75,1302.75,30,577,533479
"2013-01-18",0,1310,1310,1310,25,587,536578
"2013-01-21",0,1310,1310,1310,0,0,0
"2013-01-22",1323,1325.5,1321.5,1325.5,0,587,540364
"2013-01-23",1320,1324,1313.5,1316,58,616,548246
"2013-01-24",1312,1316.25,1312,1316.25,57,609,551565
"2013-01-25",1313,1313.75,1312.75,1313.75,93,674,553764
"2013-01-28",1316.25,1319.5,1316,1319.5,33,706,558544
"2013-01-29",1325.25,1328,1321.5,1324.75,22,728,563939
"2013-01-30",1335,1343.75,1335,1342.25,34,755,574109
"2013-01-31",1343.75,1344.5,1325.5,1337.25,82,801,587360
"2013-02-01",1342,1342,1338.25,1338.25,62,814,594047
"2013-02-04",1346,1346.25,1344,1345.25,81,821,599230
"2013-02-05",1341,1350.75,1341,1350.75,172,831,602336
"2013-02-06",1338.75,1340,1338.75,1340,12,830,607910
"2013-02-07",1333.5,1333.5,1324.75,1328.75,114,839,610700
"2013-02-08",1299,1299.25,1292.75,1292.75,112,887,619698
"2013-02-11",1282.5,1282.5,1280,1280,120,885,622005
"2013-02-12",1281.25,1283,1279,1281.25,46,881,621389
"2013-02-13",1276,1280.25,1276,1280.25,167,958,618804
"2013-02-14",1274.5,1277.5,1271,1276.75,58,971,621471
"2013-02-15",0,1273.25,1273.25,1273.25,141,1003,626989
"2013-02-18",0,1273.25,1273.25,1273.25,0,0,0
"2013-02-19",0,1285.25,1285.25,1285.25,29,1006,634210
"2013-02-20",1296.25,1297.25,1296.25,1297.25,9,1010,639507
"2013-02-21",0,1287,1287,1287,95,1014,630410
"2013-02-22",0,1274,1272.25,1274,3,1016,624565
"2013-02-25",0,1274.75,1274.75,1274.75,41,1021,614089
"2013-02-26",1270.5,1273.25,1260.5,1264.75,39,1022,609882
"2013-02-27",1260.25,1266.5,1260.25,1266.5,52,1046,598065
"2013-02-28",0,1268.25,1268.25,1268.25,24,1060,601304
"2013-03-01",1268.25,1270,1268.25,1270,204,1092,599452
"2013-03-05",1281.75,1285.75,1281,1285.75,124,1193,598665
"2013-03-06",1284.75,1288.75,1284.5,1288.75,84,1242,593116
"2013-03-07",1288.75,1288.75,1285.25,1287.25,18,1253,592049
"2013-03-08",1287.5,1287.5,1274,1278,58,1280,591581
"2013-03-11",1277.5,1280.5,1277.5,1279.25,113,1340,598359
"2013-03-12",1280,1280,1277.25,1278.25,72,1361,601976
"2013-03-13",1275.75,1275.75,1265.5,1271.75,85,1388,605100
"2013-03-14",1266.75,1266.75,1265.75,1266.75,75,1401,600822
"2013-03-15",1270.75,1272.75,1270.75,1272.75,97,1450,601392
"2013-03-18",1265,1271,1265,1271,97,1495,595760
"2013-03-19",1269.25,1269.25,1267.5,1267.75,66,1522,589298
"2013-03-20",1271.75,1274.5,1270.25,1274.5,15,1533,582483
"2013-03-21",1275,1287.25,1275,1285.75,69,1532,581291
"2013-03-22",0,1275.25,1275.25,1275.25,63,1540,582574
"2013-03-25",1277,1281.25,1277,1281.25,159,1562,581253
"2013-03-26",1281.5,1288.5,1281.5,1288.5,69,1573,579981
"2013-03-27",1288.5,1290.25,1287.25,1290,42,1578,577889
"2013-03-28",1287.5,1287.5,1262.5,1262.75,32,1580,577218
"2013-03-29",1287.5,1287.5,1262.5,1262.75,0,0,0
"2013-04-01",1262.25,1270.25,1260.5,1266.5,94,1558,564693
"2013-04-02",1273.25,1273.25,1262.75,1267,49,1551,565716
"2013-04-03",1253.5,1253.75,1248.5,1252.25,341,1693,564799
"2013-04-04",1248.25,1255.25,1242.75,1254.25,213,1802,574751
"2013-04-05",1248.5,1250.25,1248.5,1249.75,176,1889,581129
"2013-04-08",1255.75,1255.75,1249.75,1254.75,92,1948,585072
"2013-04-09",1257.75,1264,1257.75,1264,464,1990,588606
"2013-04-10",1264.5,1264.5,1258.25,1258.25,92,1993,576117
"2013-04-12",1250,1255,1246,1255,556,2220,564293
"2013-04-15",1245,1245,1230.25,1232,521,2250,564976
"2013-04-16",1234.5,1245,1234.5,1244.5,362,2436,558275
"2013-04-17",1240.5,1247,1240,1245,250,2517,558529
"2013-04-18",1252.25,1252.5,1243,1249.5,251,2606,563642
"2013-04-19",1252,1252,1239.75,1239.75,261,2638,557632
"2013-04-22",1226.5,1230.75,1226.5,1230.75,193,2775,566544
"2013-04-23",1227.25,1228,1224,1224.75,539,3000,572557
"2013-04-24",1224.25,1226.5,1215.25,1221.5,384,3216,575432
"2013-04-25",1229,1233.25,1224.75,1233.25,183,3266,567449
"2013-04-26",1227.5,1237,1226,1236.5,172,3283,556541
"2013-04-29",1235,1255.5,1234,1254,73,3303,543920
"2013-04-30",1257,1257,1242.75,1247,254,3389,541250
"2013-05-01",1238.75,1239.25,1229.75,1234.25,762,3923,538163
"2013-05-02",1237,1237,1229,1229,361,4045,535894
"2013-05-03",1234.25,1249.5,1234,1248.25,264,4150,536912
"2013-05-06",1235.25,1239.75,1232.5,1234.25,331,4290,541639
"2013-05-07",1239.25,1243,1233.25,1241.5,141,4408,536780
"2013-05-08",1246.75,1246.75,1235.5,1241.25,321,4587,536505
"2013-05-09",1244.25,1244.25,1242.5,1244.25,230,4741,541528
"2013-05-13",1229.25,1236.25,1229.25,1236.25,478,5137,555280
"2013-05-14",1238.5,1242.75,1230,1240.5,233,5339,556364
"2013-05-15",1239.75,1244.75,1234.5,1236,316,5519,564426
"2013-05-16",1232.75,1241.25,1232.75,1239.75,329,5667,569127
"2013-05-17",1242.5,1248.75,1234.75,1248.75,831,5866,578256
"2013-05-20",1243,1247.25,1233.5,1247.25,519,6041,580796
"2013-05-21",1242.25,1245.25,1239.25,1240.5,192,6085,579830
"2013-05-22",1247.75,1257.25,1246.25,1257,400,5970,582728
"2013-05-23",1261.75,1269.75,1253.25,1260.5,788,6156,585466
"2013-05-24",1264.25,1267,1259,1265.5,562,6235,589237
"2013-05-27",1264.25,1267,1259,1265.5,0,0,0
"2013-05-28",1267.5,1297,1267.5,1297,501,6408,588718
"2013-05-29",1294,1302.5,1291,1297,1766,6773,581322
"2013-05-30",1302,1302,1287,1298.25,1146,7226,580614
"2013-05-31",1302.5,1324.5,1302.5,1314,636,7312,582537
"2013-06-03",1318.5,1338.75,1316.5,1333.25,3080,8106,594695
"2013-06-04",1330,1330,1313,1322.75,3205,7997,598052
"2013-06-05",1322.5,1322.5,1305.75,1307.75,801,8220,600318
"2013-06-06",1304.75,1314.75,1295.75,1314,570,8206,602828
"2013-06-07",1316.75,1335.25,1316.75,1333,1193,7961,605329
"2013-06-10",1326.75,1333,1315.5,1326.5,3262,8378,610417
"2013-06-11",1328,1336.25,1326,1336.25,1039,7998,607193
"2013-06-12",1335,1335,1315,1327.5,584,8040,612807
"2013-06-13",1327.5,1331,1304,1315.5,912,8316,614252
"2013-06-14",1321,1321,1303.5,1312,1184,8668,617481
"2013-06-17",1300.75,1305.25,1298.25,1305.25,1326,8530,616432
"2013-06-18",1308,1310,1303,1305,1668,8720,621705
"2013-06-19",1303.75,1326.5,1302.25,1320.5,530,8614,621572
"2013-06-20",1305.75,1305.75,1286,1287.25,1944,8373,624503
"2013-06-21",1285.75,1288.25,1275,1279.25,1704,8644,621591
"2013-06-24",1269.75,1281,1267,1281,643,8678,587745
"2013-06-25",1281,1288.25,1278.5,1281.75,698,8650,574543
"2013-06-26",1279.75,1282.5,1270,1276.75,1067,8516,562572
"2013-06-27",1279.75,1284.25,1268.25,1276.25,1558,8762,553660
"2013-06-28",1274.25,1276,1253,1258.75,1300,9089,542250
"2013-07-01",1250,1266.25,1250,1255.25,1417,8934,531866
"2013-07-02",1263.75,1263.75,1252.25,1253.75,1169,8854,527273
"2013-07-03",1260.75,1266.5,1256,1265.25,845,9000,523071
"2013-07-04",1260.75,1266.5,1256,1265.25,0,0,0
"2013-07-05",1261.25,1262.5,1239.75,1242,2204,9504,526077
"2013-07-08",1248,1265,1247.25,1263.75,922,9692,522586
"2013-07-09",1265,1292.75,1265,1282.75,1041,9713,520284
"2013-07-10",1285.5,1296,1281,1283.75,1900,9997,517972
"2013-07-11",1291.5,1291.5,1271.75,1289.25,3073,10908,523291
"2013-07-12",1290.75,1290.75,1258.75,1260.25,2840,10605,525651
"2013-07-15",1255.5,1271.25,1255.5,1269.5,879,10834,522877
"2013-07-16",1273,1293.25,1272.25,1283.75,588,10768,519896
"2013-07-17",1286,1286,1273.5,1282.5,1364,11110,522786
"2013-07-18",1269.75,1276,1264.25,1267,1305,11146,528254
"2013-07-19",1267.25,1279.25,1264.5,1274.25,938,11131,522527
"2013-07-22",1275.75,1288.5,1270.75,1279.5,1108,11353,520114
"2013-07-23",1272.75,1286,1262.75,1263,1127,11544,527451
"2013-07-24",1266,1273,1251,1257.5,1945,11753,526975
"2013-07-25",1256,1260.5,1223.75,1230.5,1744,12058,521548
"2013-07-26",1228.5,1241,1218.5,1238.5,2455,12317,507504
"2013-07-29",1227.5,1236.25,1220.25,1232,2004,12131,495508
"2013-07-30",1228.75,1235,1208,1211.5,1621,12302,490741
"2013-07-31",1206.75,1220,1204.75,1217,1809,12800,490251
"2013-08-01",1219.5,1219.5,1201.25,1205.5,1434,12668,491835
"2013-08-02",1207.5,1219.75,1190,1194.75,2439,12593,492411
"2013-08-05",1195,1203.5,1186,1200.5,2283,12903,491801
"2013-08-06",1198.75,1200,1184.5,1185,1783,13232,493786
"2013-08-07",1186.25,1191.75,1180,1182.25,2254,13570,496025
"2013-08-08",1182.5,1201.25,1182,1197.25,1440,13739,496959
"2013-08-09",1194.25,1207,1194.25,1197.25,3120,13667,502890
"2013-08-12",1205,1236.75,1204.5,1235,1516,13591,509917
"2013-08-13",1233,1250,1229.5,1231,4344,14231,508701
"2013-08-14",1232.25,1238.5,1219.25,1236.5,4691,14367,514193
"2013-08-15",1236.5,1253,1236.5,1248.5,4834,15100,525234
"2013-08-16",1248.5,1254.25,1233.75,1236,5012,16103,534182
"2013-08-19",1246,1255,1242.25,1251,4055,16532,536336
"2013-08-20",1248.25,1256.25,1243.75,1244.75,6586,17542,548529
"2013-08-21",1245.5,1268.75,1245,1252.75,5191,17497,545780
"2013-08-22",1252,1262.75,1245.75,1245.75,4524,17924,560204
"2013-08-23",1246.25,1276.5,1246.25,1274.75,4273,18263,569282
"2013-08-26",1285,1324.5,1285,1314.5,6647,18571,570625
"2013-08-27",1315,1330,1297.25,1302.75,12850,21611,566630
"2013-08-28",1304.25,1326.5,1303,1310.25,11714,25198,571623
"2013-08-29",1310.75,1318,1299,1303.75,7193,25032,581804
"2013-08-30",1304.5,1315.75,1288,1307.75,3753,25389,579413
"2013-09-02",1304.5,1315.75,1288,1307.75,0,0,0
"2013-09-03",1327.75,1344,1317.75,1322,5873,26657,587861
"2013-09-04",1320.25,1321.75,1287.5,1298.75,5804,27868,591014
"2013-09-05",1301,1313.25,1280.25,1309.25,5756,27885,599377
"2013-09-06",1311.25,1314,1297,1304.25,5077,28469,609044
"2013-09-09",1315,1317,1294.5,1303,5888,28866,610583
"2013-09-10",1293.25,1306.75,1290,1303,5806,29901,612086
"2013-09-11",1303.5,1309,1298.75,1307,2837,29888,611277
"2013-09-12",1307,1324.5,1291,1322.5,4648,29631,605874
"2013-09-13",1325,1326.75,1303.75,1307,9981,30670,616740
"2013-09-16",1300,1302,1277.5,1288.75,8007,31954,619026
"2013-09-17",1286,1304.75,1281.5,1291.5,5571,31904,613690
"2013-09-18",1288.75,1303.25,1285.75,1299.25,5212,31982,613082
"2013-09-19",1300.5,1308,1287.25,1293.75,7137,32372,616074
"2013-09-20",1292,1292.75,1264.75,1270.5,4900,32724,620674
"2013-09-23",1265,1275,1263.5,1267.5,7160,32875,626789
"2013-09-24",1266.5,1280.75,1265.75,1271.5,4112,33157,620873
"2013-09-25",1272,1279.75,1263.5,1274.75,3640,32814,620378
"2013-09-26",1273.75,1274,1267.5,1268,5905,33393,624017
"2013-09-27",1268,1273.25,1262.75,1264.5,4657,34011,628884
"2013-09-30",1261,1261.25,1240,1241.75,5860,33888,625787
"2013-10-01",1237.75,1240,1227.5,1229,7237,34458,622509
"2013-10-02",1229,1239,1224,1234,11778,33771,616871
"2013-10-03",1232,1246,1230.25,1245,8089,33537,616666
"2013-10-04",1244.5,1255,1239.25,1253.25,6384,34996,617611
"2013-10-07",1252,1262,1247.5,1260.75,4375,35185,615665
"2013-10-08",1261.25,1269,1245.25,1252.5,7017,36052,615952
"2013-10-09",1251.25,1253.5,1244,1247.5,12509,36713,623084
"2013-10-10",1244.5,1260,1243.75,1251.5,8607,37473,624416
"2013-10-11",1251.75,1253.5,1234,1235,10187,39008,631194
"2013-10-14",1231.75,1249.5,1230.5,1242,8443,39903,639468
"2013-10-15",1241.25,1247.75,1237.25,1240.5,11384,40567,645509
"2013-10-16",1240.75,1249.75,1239.25,1246.75,8255,40126,641739
"2013-10-17",1246.75,1255.75,1244.5,1254.5,8601,41350,653284
"2013-10-18",1253,1259.75,1248.25,1253.5,8757,41962,654235
"2013-10-21",1252.25,1263.5,1252,1260.5,7416,41811,651023
"2013-10-22",1260.25,1260.25,1250.75,1256.75,6106,43128,654914
"2013-10-23",1252.75,1267.25,1252.5,1262.25,4365,43839,652099
"2013-10-24",1262.25,1266.25,1258.75,1259.5,7766,44546,655213
"2013-10-25",1259.5,1261.75,1246.25,1249.75,10703,47207,654259
"2013-10-28",1249,1250,1230,1231,9479,47373,627727
"2013-10-29",1230,1239.25,1229,1237,8808,47029,596553
"2013-10-30",1237.25,1248,1237.25,1242.5,11314,48353,584429
"2013-10-31",1240,1250,1232.25,1234.75,8092,48698,571693
"2013-11-01",1234.75,1241,1223.25,1224.5,10007,50027,565513
"2013-11-04",1225.75,1237,1224.25,1227.75,9062,51684,562825
"2013-11-05",1228.25,1235.5,1221,1224.5,9160,52869,566980
"2013-11-06",1225,1232,1224.75,1228.5,8285,53649,563696
"2013-11-07",1227.5,1236.5,1223.5,1230.25,7030,53721,566474
"2013-11-08",1227.25,1254.5,1225,1253.25,14161,52721,569880
"2013-11-11",1253,1261.25,1244.75,1257.75,21059,52424,573146
"2013-11-12",1257.5,1279,1250.25,1271.5,11523,53486,573659
"2013-11-13",1270,1278,1265,1276,15825,54571,577983
"2013-11-14",1274,1280,1266.25,1275.75,12884,54303,581217
"2013-11-15",1273,1275.25,1243.25,1245,9280,53998,585960
"2013-11-18",1245,1256.25,1243.5,1255,11797,53871,580950
"2013-11-19",1253,1258,1241.25,1249.25,7644,55534,584949
"2013-11-20",1251.5,1254.75,1246.75,1250.25,16191,55543,580418
"2013-11-21",1252,1261.25,1251.5,1260.75,7983,56074,582667
"2013-11-22",1260.25,1284.25,1259.5,1284,9829,55914,580549
"2013-11-25",1282.25,1290,1273.25,1288.25,18673,55286,592375
"2013-11-26",1285,1287.5,1276.5,1284.75,14938,56519,596943
"2013-11-27",1284.25,1292.75,1278.25,1282.25,16225,56807,606008
"2013-11-28",1284.25,1292.75,1278.25,1282.25,0,0,0
"2013-11-29",1285,1292,1283.75,1288,17198,57484,611550
"2013-12-02",1287.75,1293.75,1274.5,1278.75,8385,58509,618939
"2013-12-03",1278.25,1285.5,1272.25,1279.75,11381,59464,620152
"2013-12-04",1280.25,1291.25,1276,1288,11318,60378,617949
"2013-12-05",1287,1291.25,1280,1289.75,13570,61377,619403
"2013-12-06",1288.5,1289.25,1280.75,1287.75,10910,61393,621986
"2013-12-09",1286.25,1303,1286.25,1299.75,8915,62830,627208
"2013-12-10",1298.25,1301.25,1283,1291.25,12045,63846,633121
"2013-12-11",1291.5,1297.5,1287,1296.75,21283,63818,641333
"2013-12-12",1296.75,1299.75,1276.25,1283.25,8452,64146,642104
"2013-12-13",1282,1284.75,1272.75,1284,19345,65808,639987
"2013-12-16",1285.5,1299.25,1278.25,1294,6667,65889,638677
"2013-12-17",1292,1305,1286.5,1303.25,9774,66790,644866
"2013-12-18",1301.75,1307,1286.5,1287,12617,65453,650859
"2013-12-19",1287,1294.25,1279,1293,13577,64963,642539
"2013-12-20",1292,1304.75,1288.25,1301.25,12557,65002,643113
"2013-12-23",1306,1309.75,1289.75,1290.75,10821,65930,634665
"2013-12-24",1291.25,1297,1286.75,1293.75,5757,65898,632289
"2013-12-26",1292,1292,1275.75,1278.75,3250,65929,628599
"2013-12-27",1279.25,1287.5,1278.75,1286.25,6261,66394,608358
"2013-12-30",1280.25,1286.75,1271.5,1278.75,6426,67167,589057
"2013-12-31",1280.25,1286.75,1271.5,1278.75,0,0,0
"2014-01-02",1265,1265,1238.25,1246.25,9418,67597,575755
"2014-01-03",1247,1257,1242.5,1248.25,21655,69261,571208
"2014-01-06",1249.5,1256,1245,1251,20159,70985,564099
"2014-01-07",1251,1254.25,1242,1247.5,13292,71811,564362
"2014-01-08",1246,1247.75,1234.75,1237,18806,74482,569064
"2014-01-09",1236.75,1245,1235,1240.5,21094,76214,574650
"2014-01-10",1240.5,1258.75,1238,1246,16122,77470,579974
"2014-01-13",1245,1262.75,1237,1260.75,33511,77919,587126
"2014-01-14",1259.25,1276.25,1255,1272.75,23960,77534,593689
"2014-01-15",1272,1283,1268.75,1281.25,28148,77390,594132
"2014-01-16",1280,1292.25,1276.75,1281.25,21430,78213,592957
"2014-01-17",1280,1283.5,1273.25,1282,25070,79490,605421
"2014-01-20",1280,1283.5,1273.25,1282,0,0,0
"2014-01-21",1278.5,1280.5,1248.75,1249.75,15764,80893,610741
"2014-01-22",1249,1256.25,1244.25,1252.25,21397,80832,603947
"2014-01-23",1253,1268.75,1248.75,1250.25,27553,79777,592410
"2014-01-24",1249,1258.75,1234,1257.75,24320,79734,590882
"2014-01-27",1257.75,1261,1248.75,1256.5,31916,80541,587806
"2014-01-28",1256,1258.5,1247.75,1256.5,23110,80037,587065
"2014-01-29",1255,1255.75,1240,1242.5,17124,81564,591907
"2014-01-30",1242,1256.75,1234.75,1246,24822,84559,605698
"2014-01-31",1246.5,1253,1242.25,1252,28160,85679,609031
"2014-02-03",1250.5,1267.75,1248.75,1262.25,19479,85260,612077
"2014-02-04",1262,1281.75,1260.5,1279.5,18500,86251,615040
"2014-02-05",1277.5,1285,1271,1280.75,31614,88885,624487
"2014-02-06",1278.75,1296.25,1278,1292.75,24216,90580,634810
"2014-02-07",1291.25,1299,1286.5,1298,39544,95820,654931
"2014-02-10",1293.5,1307.5,1288,1295.5,32834,102892,667899
"2014-02-11",1294,1304,1284,1301.75,39854,106546,675837
"2014-02-12",1301.5,1306.5,1289,1292.25,31853,107865,683209
"2014-02-13",1292.25,1314,1290.75,1312,29057,109552,675833
"2014-02-14",1309.25,1321.25,1306.75,1307.5,38465,113691,688960
"2014-02-17",1309.25,1321.25,1306.75,1307.5,0,0,0
"2014-02-18",1308.25,1330.5,1306,1330.25,29274,116325,685570
"2014-02-19",1330,1339.5,1320.5,1324.75,29792,120529,691004
"2014-02-20",1324,1334,1315.75,1331.75,30776,122338,695095
"2014-02-21",1331,1346.25,1325.75,1344.75,30995,124421,701891
"2014-02-24",1345,1361.25,1343,1358.25,34287,125217,695706
"2014-02-25",1357.25,1371.25,1349.5,1370,48355,130398,700979
"2014-02-26",1368.5,1375,1363.25,1373.25,42674,131898,704089
"2014-02-27",1370,1416.75,1365,1366.75,66223,134816,692844
"2014-02-28",1365.25,1386.75,1352.75,1385.25,80909,131931,678120
"2014-03-03",1388,1402.5,1376,1381.5,43088,132923,677326
"2014-03-04",1381.5,1398,1377,1396.5,46736,132302,672502
"2014-03-05",1398,1401,1385.5,1395.25,37136,133003,668093
"2014-03-06",1396.25,1413.25,1391,1409.5,45942,130465,659651
"2014-03-07",1408.25,1429,1404.25,1424.75,40211,132728,664293
"2014-03-10",1420.75,1423.75,1390,1394.25,55273,130357,658776
"2014-03-11",1394.5,1405,1386.5,1391.25,56059,129078,662607
"2014-03-12",1387,1388.25,1350.25,1368.5,54089,131628,670093
"2014-03-13",1371,1394.5,1362.5,1378,65477,134741,664084
"2014-03-14",1375,1382.75,1363.5,1371.75,61912,136157,672398
"2014-03-17",1372.25,1380,1361,1375.25,34487,134587,664579
"2014-03-18",1373.25,1397.5,1368.25,1395.75,24480,135357,659451
"2014-03-19",1394,1417,1394,1410.75,43598,136344,656245
"2014-03-20",1409.5,1429,1397.25,1410,55336,130671,643041
"2014-03-21",1408.25,1409.25,1380,1382.25,59809,129718,636457
"2014-03-24",1378.5,1403.75,1368,1398.75,42988,131094,627536
"2014-03-25",1399,1408,1388.5,1401.25,42931,132215,623512
"2014-03-26",1399.5,1411.75,1394.25,1410,23134,133584,624304
"2014-03-27",1409,1418.75,1401,1407,32451,136470,627294
"2014-03-28",1406,1412.5,1400,1407.75,30914,138746,627995
"2014-03-31",1404.75,1432,1394.5,1429.5,36408,138659,629001
"2014-04-01",1429,1461.25,1427,1457.25,67753,139933,635842
"2014-04-02",1456.25,1470,1434.25,1441.25,66838,146324,638252
"2014-04-03",1440,1457,1437.25,1454.25,74247,149335,637533
"2014-04-04",1453.75,1466,1444.25,1455,47088,155856,641236
"2014-04-07",1453.5,1460.75,1442.5,1448.25,42672,156595,635387
"2014-04-08",1447.5,1463.25,1444.25,1461.5,58181,170394,638905
"2014-04-09",1461,1490,1460.5,1478,76826,184747,642178
"2014-04-10",1477,1478.75,1458.75,1465.5,98721,197966,650780
"2014-04-11",1464,1465.25,1444.25,1447.25,65632,204757,649842
"2014-04-14",1446,1464.5,1444.75,1463.5,75081,223335,653889
"2014-04-15",1463,1493.75,1460.25,1487.5,84719,246317,661967
"2014-04-17",1507.25,1521,1492.5,1502.25,95219,270476,672479
"2014-04-18",1507.25,1521,1492.5,1502.25,0,0,0
"2014-04-21",1503.75,1512.25,1473.5,1487.25,91203,277649,672304
"2014-04-22",1489.5,1497,1470,1470.75,69793,282646,669104
"2014-04-23",1472,1479,1460.5,1464.75,108107,290526,662154
"2014-04-24",1463.75,1472,1460.5,1470,102503,290620,655530
